--initial-mass-1,-a,q,--eccentricity,--initial-mass-2,--metallicity,SEED,batch,is_hit,mixture_weight
5.817370515559495,0.8934972279200338,0.7279018174008878,0.0,4.234474570770096,0.0142,28.0,0.0,0.0,1
5.711062002746678,2.293744068564809,0.9427671430443911,0.0,5.384201608078864,0.0142,29.0,0.0,0.0,1
14.299276097060481,0.5464059887884016,0.8850548788692276,0.0,12.655644074001506,0.0142,30.0,0.0,0.0,1
5.141102280980179,0.031009954825599217,0.6395390410578015,0.0,3.2879356227581393,0.0142,31.0,0.0,0.0,1
7.356029388569701,8.114158373351074,0.7143446716047156,0.0,5.25474039789246,0.0142,32.0,0.0,0.0,1
5.109913842894358,0.3342865986876281,0.706740963509279,0.0,3.6113854327765607,0.0142,33.0,0.0,0.0,1
11.234370527920968,9.082368517835652,0.7553931089522072,0.0,8.486366080207269,0.0142,34.0,0.0,0.0,1
6.339256313285827,0.11052044967809428,0.7475730578166221,0.0,4.739057226406413,0.0142,35.0,0.0,0.0,1
20.287355311148612,1.5828092714543927,0.1212095477051921,0.0,2.45902116139885,0.0142,36.0,0.0,0.0,1
7.892688083832194,0.04068059011678425,0.9140749912502666,0.0,7.2145087911699965,0.0142,37.0,0.0,0.0,1
8.864189946889116,1.869728339669916,0.6435574153417133,0.0,5.7046151713179585,0.0142,38.0,0.0,0.0,1
5.063823281918254,3.844097953533136,0.625582074047437,0.0,3.167837071312121,0.0142,39.0,0.0,0.0,1
5.060099891832811,0.0419355592641545,0.974921905202503,0.0,4.933202227060623,0.0142,40.0,0.0,0.0,1
7.557231654891886,0.2620213354253569,0.9959572626038892,0.0,7.526679751869582,0.0142,41.0,0.0,0.0,1
6.459283139943126,6.803972074359362,0.7254889131887843,0.0,4.686138305175977,0.0142,42.0,0.0,0.0,1
9.347922919886559,3.0760583800917507,0.3586930421212712,0.0,3.3530349096492658,0.0142,43.0,0.0,0.0,1
23.634411975457496,0.20652141786545367,0.40968821113603837,0.0,9.682739963477344,0.0142,44.0,0.0,0.0,1
9.00692220584519,0.6555108568590452,0.6359415150144326,0.0,5.7278757532023254,0.0142,45.0,0.0,0.0,1
6.132562927754498,0.7804269798154545,0.8066627521362737,0.0,4.946910088951328,0.0142,46.0,0.0,0.0,1
5.44780938006519,8.261465639496347,0.9003887030353337,0.0,4.905146022100622,0.0142,47.0,0.0,0.0,1
5.644637003231716,2.2511016950809806,0.17999905402727956,0.0,1.016029320909087,0.0142,48.0,0.0,0.0,1
9.11242409945966,0.06801506930929113,0.8509323369221501,0.0,7.754056333978928,0.0142,49.0,0.0,0.0,1
6.502878455432188,2.0619826378779518,0.6184509027639953,0.0,4.021711051326572,0.0142,50.0,0.0,0.0,1
6.818674950087186,8.19017504755477,0.12973532489882666,0.0,0.8846230100290519,0.0142,51.0,0.0,0.0,1
11.074770610522565,0.18958788380728328,0.09137929223793728,0.0,1.0120047000870604,0.0142,52.0,0.0,0.0,1
36.98324820644327,0.1322588118684224,0.04529175684329989,0.0,1.6750362850416354,0.0142,53.0,0.0,0.0,1
5.755455246762739,0.2969602732290769,0.685780240765074,0.0,3.9469774848375594,0.0142,54.0,0.0,0.0,1
21.656866924207296,6.521633429325221,0.4539713537929805,0.0,9.831597196496807,0.0142,55.0,0.0,0.0,1
5.634268960270026,0.0598456080536535,0.725960760252478,0.0,4.090258177864567,0.0142,56.0,0.0,0.0,1
5.00920817829002,1.1907130129771766,0.9986822302857923,0.0,5.002607195460508,0.0142,57.0,0.0,0.0,1
6.572951607460342,0.24085277031712632,0.18419363270111222,0.0,1.2106958341467353,0.0142,58.0,0.0,0.0,1
11.199863015044082,2.2571726263708145,0.9952373481327661,0.0,11.146521966542718,0.0142,59.0,0.0,0.0,1
6.793006493655581,9.217514424862053,0.7725824516037797,0.0,5.248157610628825,0.0142,60.0,0.0,0.0,1
37.187760724724654,8.779162869069646,0.8616891733425606,0.0,32.04429079734893,0.0142,61.0,0.0,0.0,1
8.612314671936408,3.054468862823699,0.8591526564242866,0.0,7.399293028356023,0.0142,62.0,0.0,0.0,1
5.200419246246851,2.419396767265322,0.12070301271705763,0.0,0.6277062704137649,0.0142,63.0,0.0,0.0,1
10.514042543861814,0.050715360223318115,0.25593841060011546,0.0,2.6909473376579873,0.0142,64.0,0.0,0.0,1
7.5831153184483915,3.6470715722483487,0.10106438872533197,0.0,0.7663829142926878,0.0142,65.0,0.0,0.0,1
10.025657457976736,0.0524380079449104,0.8155550792791332,0.0,8.17647586296565,0.0142,66.0,0.0,0.0,1
5.076025789057538,0.02781748958889043,0.5893664986515391,0.0,2.9916395463617573,0.0142,67.0,0.0,0.0,1
14.092150319466674,0.6102007513675726,0.15728767751589412,0.0,2.2165215949537784,0.0142,68.0,0.0,0.0,1
20.00709751381054,4.20215296974265,0.5980164514570695,0.0,11.964573459164535,0.0142,69.0,0.0,0.0,1
6.576694185317292,9.249148344163647,0.6472737233275607,0.0,4.2569213325170425,0.0142,70.0,0.0,0.0,1
5.624357956194305,4.136045073377101,0.7668424362363034,0.0,4.312996357393077,0.0142,71.0,0.0,0.0,1
7.641158752127532,0.5595843724364532,0.9319570986891113,0.0,7.1212321412556845,0.0142,72.0,0.0,0.0,1
37.87306226288647,5.663074367560739,0.34773476741397935,0.0,13.169780497239985,0.0142,73.0,0.0,0.0,1
20.350178640170295,3.379189342988621,0.8418781299748881,0.0,17.13237033824148,0.0142,74.0,0.0,0.0,1
15.767751440721737,1.2598272630877467,0.3401797624579055,0.0,5.363869939600018,0.0142,75.0,0.0,0.0,1
15.714981789668057,0.10569633251579423,0.6574394689001265,0.0,10.331649281574526,0.0142,76.0,0.0,0.0,1
5.376557550004751,1.8265382132006542,0.8819549557353024,0.0,4.741881576022746,0.0142,77.0,0.0,0.0,1
5.394257188194969,1.0735483599375653,0.28328139149338005,0.0,1.5280926823450385,0.0142,78.0,0.0,0.0,1
15.916733960507752,0.5072443180756191,0.03729478069780334,0.0,0.5936111024824154,0.0142,79.0,0.0,0.0,1
5.373892407389092,0.154661230151471,0.8556140074212025,0.0,4.597977618136555,0.0142,80.0,0.0,0.0,1
6.963153253918626,0.875229666183488,0.48508112613289445,0.0,3.377694221846775,0.0142,81.0,0.0,0.0,1
6.7599415049570934,0.06313164952051559,0.5425824995584275,0.0,3.667825958628378,0.0142,82.0,0.0,0.0,1
7.522673995863973,2.1697543511222426,0.9861508538405318,0.0,7.418491384185222,0.0142,83.0,0.0,0.0,1
7.250758308789931,0.5795248823851981,0.4370432690304331,0.0,3.168895114223126,0.0142,84.0,0.0,0.0,1
12.34838223728385,9.471255703080903,0.7703879228892904,0.0,9.513044542824113,0.0142,85.0,0.0,0.0,1
5.553721017644015,0.044484082382544435,0.8989088118683118,0.0,4.992288761418453,0.0142,86.0,0.0,0.0,1
24.893700952779298,1.173332108670948,0.8414286435081361,0.0,20.94627302459428,0.0142,87.0,0.0,0.0,1
13.392809731619662,1.64799643394588,0.6569165242108681,0.0,8.797958018313079,0.0142,88.0,0.0,0.0,1
6.49004798362247,0.2091119268857837,0.8730118176717375,0.0,5.665888586959047,0.0142,89.0,0.0,0.0,1
6.658005199375441,0.05687214749041419,0.4358317511836356,0.0,2.901770065433549,0.0142,90.0,0.0,0.0,1
9.865049063767334,0.08752623196779376,0.6347855748729064,0.0,6.262190841092974,0.0142,91.0,0.0,0.0,1
6.949389384710331,0.04703505423364952,0.3246209518944587,0.0,2.2559173971499145,0.0142,92.0,0.0,0.0,1
12.681401036125788,0.19533170763347416,0.21308150784475732,0.0,2.7021720543617507,0.0142,93.0,0.0,0.0,1
8.016193765517132,0.4292159604800993,0.11627152574440491,0.0,0.9320550797794633,0.0142,94.0,0.0,0.0,1
6.043114549602689,0.6166108899871595,0.20110576651782608,0.0,1.215305183652876,0.0142,95.0,0.0,0.0,1
19.84686533988099,9.683999925887125,0.2363509465214204,0.0,4.690825408564044,0.0142,96.0,0.0,0.0,1
7.385442742798948,0.20657370611842332,0.7872468977397789,0.0,5.8141668877032355,0.0142,97.0,0.0,0.0,1
7.2029893833813565,0.12976151332688735,0.3813558361031212,0.0,2.7469020387413026,0.0142,98.0,0.0,0.0,1
8.950088030928324,0.5252893544506182,0.5229011976201594,0.0,4.6800117501782745,0.0142,99.0,0.0,0.0,1
28.07539292320472,0.32640071033537627,0.6390057195615464,0.0,17.94033665686558,0.0142,100.0,0.0,0.0,1
6.287861420917429,0.2715539075725458,0.25041072768451444,0.0,1.5745479539913185,0.0142,101.0,0.0,0.0,1
12.843890390184665,5.140382754100782,0.7883417682068316,0.0,10.12537526085291,0.0142,102.0,0.0,0.0,1
40.13180533568958,0.1721696008623236,0.004156769889502421,0.0,0.16681868003076702,0.0142,103.0,0.0,0.0,1
7.526361873067893,0.39026377459004746,0.6188945573084398,0.0,4.658024399575473,0.0142,104.0,0.0,0.0,1
13.904533112131125,1.4475794607010268,0.1890636633396433,0.0,2.6288419672068817,0.0142,105.0,0.0,0.0,1
7.70777536304552,0.08164775008484809,0.5509105377223521,0.0,4.246294669898505,0.0142,106.0,0.0,0.0,1
20.401153401461197,0.7607281737512122,0.5902610912388107,0.0,12.04200706927686,0.0142,107.0,0.0,0.0,1
6.953062382493681,0.18778483009983216,0.44145366367367633,0.0,3.069454862503456,0.0142,108.0,0.0,0.0,1
5.838069536138837,9.73798492113297,0.11768973360479473,0.0,0.6870808484744473,0.0142,109.0,0.0,0.0,1
6.521242742007287,0.06557613286230778,0.73033954873457,0.0,4.762721481386191,0.0142,110.0,0.0,0.0,1
6.550076282947161,0.03443170523950913,0.550060951654326,0.0,3.6029411936063456,0.0142,111.0,0.0,0.0,1
5.432537737707855,6.697624785719613,0.650409307536697,0.0,3.5333731081495405,0.0142,112.0,0.0,0.0,1
7.4561200422157485,8.656668240607353,0.9606216699007489,0.0,7.162510485933735,0.0142,113.0,0.0,0.0,1
6.659952230588566,0.03405146439957738,0.6259739805517791,0.0,4.168956808066224,0.0142,114.0,0.0,0.0,1
5.195585628077077,0.07194645391597634,0.07673293637871148,0.0,0.3986725414493861,0.0142,115.0,0.0,0.0,1
5.124575812702888,0.046916357358051886,0.8488269482481269,0.0,4.349878048162757,0.0142,116.0,0.0,0.0,1
11.649649847424445,4.83755146156353,0.1651268542794131,0.0,1.9236700327618435,0.0142,117.0,0.0,0.0,1
8.13471970578745,0.8199988918800258,0.05126684754165678,0.0,0.4170414349507163,0.0142,118.0,0.0,0.0,1
6.061175098053655,0.15480458796208132,0.6200096144113773,0.0,3.7579868354240884,0.0142,119.0,0.0,0.0,1
8.519676336165649,0.40897176265523,0.6827531733142336,0.0,5.81683605412728,0.0142,120.0,0.0,0.0,1
5.213654858761934,2.0436117548912476,0.5222174864932648,0.0,2.7226617357860547,0.0142,121.0,0.0,0.0,1
10.425617270933408,0.2747631123405142,0.620285090693556,0.0,6.466854954437233,0.0142,122.0,0.0,0.0,1
9.60598546830687,4.359567828149442,0.8299548338934329,0.0,7.972534073731358,0.0142,123.0,0.0,0.0,1
5.061674488036487,0.04783393721359605,0.8071963399540495,0.0,4.085765120781839,0.0142,124.0,0.0,0.0,1
5.8986720800859835,0.08176778001704586,0.2817798692087219,0.0,1.662127047231768,0.0142,125.0,0.0,0.0,1
15.930835623441563,4.140517811100354,0.04205418211139411,0.0,0.6699582624948962,0.0142,126.0,0.0,0.0,1
5.033257701491662,0.05566872536239623,0.8106194239168919,0.0,4.08005645840843,0.0142,127.0,0.0,0.0,1
7.068597624877416,0.09932712097946601,0.5849128823852233,0.0,4.134513811188393,0.0142,128.0,0.0,0.0,1
6.3860239210617475,4.79992080588381,0.6890103244395854,0.0,4.400036413729708,0.0142,129.0,0.0,0.0,1
6.339226141510807,0.2712925626007144,0.9191913436666858,0.0,5.8269617948222985,0.0142,130.0,0.0,0.0,1
5.311378720085972,0.07561481470211621,0.7440747198630222,0.0,3.952062633234387,0.0142,131.0,0.0,0.0,1
6.1317477445473445,3.4159776191156506,0.11052543636995271,0.0,0.6777140951765686,0.0142,132.0,0.0,0.0,1
5.513135285956034,0.33875464489463725,0.9691992976408178,0.0,5.343326846947398,0.0142,133.0,0.0,0.0,1
11.409797498062279,1.0004176788501045,0.4502090916845909,0.0,5.136794567907736,0.0142,134.0,0.0,0.0,1
25.95565688137801,0.3511589668923229,0.654758985338097,0.0,16.99469956343486,0.0142,135.0,0.0,0.0,1
5.510374913763983,0.0345906229628253,0.3486979912236715,0.0,1.921456663318813,0.0142,136.0,0.0,0.0,1
13.03356999889018,1.8056414772440805,0.20580418019749236,0.0,2.6823631886682247,0.0142,137.0,0.0,0.0,1
5.439864658841986,0.45616382487571633,0.6293636243791015,0.0,3.4236529378205773,0.0142,138.0,0.0,0.0,1
7.374775526001611,7.909425247782571,0.9657790564964686,0.0,7.122403749375083,0.0142,139.0,0.0,0.0,1
8.17835777334166,0.4917740595589845,0.49216085147768196,0.0,4.02506752541695,0.0142,140.0,0.0,0.0,1
26.031110111864642,1.024881398353548,0.8839232301852225,0.0,23.009502935386603,0.0142,141.0,0.0,0.0,1
15.083429618452818,9.106684437164203,0.8855620176798601,0.0,13.357312366449241,0.0142,142.0,0.0,0.0,1
7.455740524610387,0.2762872879824258,0.2691685003681369,0.0,2.006850496143324,0.0142,143.0,0.0,0.0,1
5.311511220157778,4.7576276114264475,0.5633826009649477,0.0,2.992413006266992,0.0142,144.0,0.0,0.0,1
10.77085379322568,0.42251503464947504,0.06273475359810465,0.0,0.6757068587592239,0.0142,145.0,0.0,0.0,1
6.407998558566869,2.0640500773802533,0.7139517958569677,0.0,4.575002078737676,0.0142,146.0,0.0,0.0,1
6.280254311020377,1.043094234675363,0.4721880855229337,0.0,2.9654612597178627,0.0142,147.0,0.0,0.0,1
20.62659484271532,0.9464981098913386,0.9345382593011106,0.0,19.27634203962044,0.0142,148.0,0.0,0.0,1
5.021357644030118,0.27142237468674707,0.9563071977161447,0.0,4.801960457292985,0.0142,149.0,0.0,0.0,1
6.682401644914991,0.9877148026462114,0.25757750618064545,0.0,1.7212363509946464,0.0142,150.0,0.0,0.0,1
16.80631812926829,0.07733854886943803,0.05915185435364323,0.0,0.9941248822034717,0.0142,151.0,0.0,0.0,1
5.317124689699646,0.399402896883649,0.028696436683011806,0.0,0.15258253199364466,0.0142,152.0,0.0,0.0,1
5.466508951915729,0.670318257034823,0.8422215667050638,0.0,4.604011733889721,0.0142,153.0,0.0,0.0,1
18.050445101473297,4.112645351008582,0.6358875541728417,0.0,11.478053387307007,0.0142,154.0,0.0,0.0,1
8.4136926989653,1.753421913014792,0.5025922861034136,0.0,4.228657048144569,0.0142,155.0,0.0,0.0,1
5.308455050736492,1.4123431865114604,0.5039526048122565,0.0,2.675209750347434,0.0142,156.0,0.0,0.0,1
16.528652270308644,0.4716011419832976,0.2555959301269296,0.0,4.2246562507741245,0.0142,157.0,0.0,0.0,1
6.018430118794907,2.758478954208544,0.7531361808660911,0.0,4.532697474478651,0.0142,158.0,0.0,0.0,1
5.771819536849693,0.04720100968673672,0.8638648216151804,0.0,4.986071854595673,0.0142,159.0,0.0,0.0,1
6.009668491238358,3.3485018665341286,0.2888553872536993,0.0,1.7359251193030107,0.0142,160.0,0.0,0.0,1
9.464218250471822,0.14758267510084194,0.21027512428078865,0.0,1.9900896688384704,0.0142,161.0,0.0,0.0,1
21.94257182237218,4.009973485388871,0.09785178832546304,0.0,2.1471198932790325,0.0142,162.0,0.0,0.0,1
5.041472469377074,1.5314125115044372,0.35008935334918634,0.0,1.7649658367319454,0.0142,163.0,0.0,0.0,1
6.397005177979335,0.05869099717667952,0.6477916602313082,0.0,4.143926604751509,0.0142,164.0,0.0,0.0,1
7.938998130499407,4.3068397321614045,0.2850359139756876,0.0,2.2628995881781737,0.0142,165.0,0.0,0.0,1
7.557599546540734,0.556271567760861,0.9689392342336725,0.0,7.322854717269929,0.0142,166.0,0.0,0.0,1
7.496066273818285,0.29275514585121526,0.8100166995412584,0.0,6.071938862660827,0.0142,167.0,0.0,0.0,1
17.847610246710495,7.286828211157946,0.5493323022057774,0.0,9.8042688256969,0.0142,168.0,0.0,0.0,1
7.005016377670226,0.48245957095591074,0.9422193480941554,0.0,6.600261964757323,0.0142,169.0,0.0,0.0,1
11.035475316308498,8.696766828437246,0.6685490265766012,0.0,7.377756280528156,0.0142,170.0,0.0,0.0,1
14.538135844101864,7.7344409640046345,0.11967273384380983,0.0,1.739818461456354,0.0142,171.0,0.0,0.0,1
6.356805717852811,0.18880568376812454,0.34722675652391966,0.0,2.2072530312627383,0.0142,172.0,0.0,0.0,1
9.94160017591924,4.599698035944941,0.7020864774337541,0.0,6.979863047565929,0.0142,173.0,0.0,0.0,1
6.281852513667154,2.453111699792107,0.06339744264608549,0.0,0.39825338444638136,0.0142,174.0,0.0,0.0,1
5.978155812903929,2.907162335133131,0.1609094225272798,0.0,0.9619415996324722,0.0142,175.0,0.0,0.0,1
6.610792107249366,2.6149043354518837,0.6948421224596794,0.0,4.593456818940846,0.0142,176.0,0.0,0.0,1
5.253075573835345,1.671614390049523,0.43317060312266586,0.0,2.2754779145672006,0.0142,177.0,0.0,0.0,1
27.408168980054956,4.531740136360459,0.4211996032799884,0.0,11.544309901030031,0.0142,178.0,0.0,0.0,1
5.388374036100391,0.039280050148578285,0.7547605533352708,0.0,4.066932169064538,0.0142,179.0,0.0,0.0,1
5.543127499041543,3.2569093217297556,0.2707617826800772,0.0,1.5008670832634463,0.0142,180.0,0.0,0.0,1
9.069354176698994,5.680219469403161,0.056935275835720556,0.0,0.5163661817022015,0.0142,181.0,0.0,0.0,1
5.470361617877294,0.025157370823033553,0.14192129300364142,0.0,0.7763607940066374,0.0142,182.0,0.0,0.0,1
28.300193237238123,0.8046285754399929,0.36525948370401706,0.0,10.336913970557513,0.0142,183.0,0.0,0.0,1
6.44835733024649,0.4495799711728425,0.7443516319145435,0.0,4.799845301937084,0.0142,184.0,0.0,0.0,1
5.973849340311082,0.22274736825328953,0.7314446016710574,0.0,4.369539851166748,0.0142,185.0,0.0,0.0,1
34.94575214554209,0.16799610026721615,0.31072042275153444,0.0,10.85835888003318,0.0142,186.0,0.0,0.0,1
5.222847819548208,0.1807247608121098,0.933591407211756,0.0,4.876005845504863,0.0142,187.0,0.0,0.0,1
8.516975783981145,0.07718139820407531,0.9021161581207994,0.0,7.683301473052954,0.0142,188.0,0.0,0.0,1
12.626077518648804,1.958540884919319,0.9792513439323188,0.0,12.364103378730478,0.0142,189.0,0.0,0.0,1
11.455881770920941,0.20377886365046569,0.8376600713434512,0.0,9.596134741531777,0.0142,190.0,0.0,0.0,1
21.857254384166204,0.721114388097249,0.06049175415833585,0.0,1.3221836587831906,0.0142,191.0,0.0,0.0,1
14.956064070273893,0.18564952426513226,0.3217657660171519,0.0,4.8123494121732815,0.0142,192.0,0.0,0.0,1
9.54545368363031,0.09316430526968529,0.20841427259283907,0.0,1.9894087860424472,0.0142,193.0,0.0,0.0,1
7.419745529064664,0.874449976137849,0.9633763770169143,0.0,7.148007566177763,0.0142,194.0,0.0,0.0,1
31.749244109019372,0.09389961479301027,0.13148907064990922,0.0,4.1746786017320625,0.0142,195.0,0.0,0.0,1
5.882473589909195,0.32685283037039875,0.15832654093462473,0.0,0.9313516956296071,0.0142,196.0,0.0,0.0,1
5.549870575891256,2.861515717507206,0.5685183711771693,0.0,3.1552033800497954,0.0142,197.0,0.0,0.0,1
11.075566909455734,0.045172492381684394,0.12100680888377702,0.0,1.340219008291995,0.0142,198.0,0.0,0.0,1
6.474525006686704,5.913379221721702,0.30484394726353536,0.0,1.9737197596948426,0.0142,199.0,0.0,0.0,1
15.814428760826784,0.8459315773106159,0.7999823401684331,0.0,12.651263728513184,0.0142,200.0,0.0,0.0,1
13.858988111581901,5.404862272155705,0.4412625718330405,0.0,6.1154527371201635,0.0142,201.0,0.0,0.0,1
7.473944888052833,0.08378295997686676,0.10987641878797705,0.0,0.8212102985179534,0.0142,202.0,0.0,0.0,1
12.573287349178445,0.38120591690510885,0.9201143167647432,0.0,11.568861698776114,0.0142,203.0,0.0,0.0,1
8.340114847178555,0.7834704426408657,0.11216831344735212,0.0,0.9354966163652393,0.0142,204.0,0.0,0.0,1
5.000419187842359,2.9559685003673075,0.5701360510313072,0.0,2.8509192492576187,0.0142,205.0,0.0,0.0,1
11.762631756222353,0.06455110249013393,0.6462419882382836,0.0,7.6015065330559075,0.0142,206.0,0.0,0.0,1
5.2951820677690025,0.03210183010773293,0.12823019366874477,0.0,0.6790022220612836,0.0142,207.0,0.0,0.0,1
49.24957692214898,6.5738071887366285,0.3719001721270693,0.0,18.315926134532546,0.0142,208.0,0.0,0.0,1
5.543694896006709,0.4602043652712645,0.5539184810861529,0.0,3.070755056401095,0.0142,209.0,0.0,0.0,1
5.424102141923202,1.7817411160189986,0.9401515983312043,0.0,5.099478298240807,0.0142,210.0,0.0,0.0,1
6.962140716055688,0.9969460405113256,0.8169187219722146,0.0,5.687503095950932,0.0142,211.0,0.0,0.0,1
7.311433532397091,0.056218869224667914,0.10841780039104665,0.0,0.7926895412878329,0.0142,212.0,0.0,0.0,1
21.98674979210117,2.5574003959011073,0.1723214400791272,0.0,3.788788386834324,0.0142,213.0,0.0,0.0,1
5.011176475099584,0.587876739744177,0.8521657996769137,0.0,4.270353208225375,0.0142,214.0,0.0,0.0,1
14.294952484029938,0.9719707318558143,0.7501137578195145,0.0,10.7228405256471,0.0142,215.0,0.0,0.0,1
8.646578513026926,2.199833158736544,0.6717952454762955,0.0,5.8087303346889865,0.0142,216.0,0.0,0.0,1
6.934436234933981,0.9604299668360887,0.9297272280057483,0.0,6.447134178487788,0.0142,217.0,0.0,0.0,1
18.687055232261194,1.8585998667208476,0.8305484547545059,0.0,15.52050484706664,0.0142,218.0,0.0,0.0,1
6.68371076017379,4.352225216898634,0.15726771587289168,0.0,1.0511319248076005,0.0142,219.0,0.0,0.0,1
6.000236719092533,4.412467235527419,0.8901356686169861,0.0,5.341024723809623,0.0142,220.0,0.0,0.0,1
5.055281736322022,1.7614198640866128,0.20004933546431136,0.0,1.0113057519360906,0.0142,221.0,0.0,0.0,1
11.519609748439438,1.8654806571103673,0.8885989824040749,0.0,10.236313500155346,0.0142,222.0,0.0,0.0,1
13.319504218180636,0.182005203743656,0.5840855962113248,0.0,7.779730562515293,0.0142,223.0,0.0,0.0,1
5.764648912917854,0.46316001370211274,0.21849210390154983,0.0,1.2595302692372041,0.0142,224.0,0.0,0.0,1
8.845283050756894,9.854833504772653,0.08275877130387088,0.0,0.7320247571155951,0.0142,225.0,0.0,0.0,1
8.712325886903425,2.1377095226006086,0.8076470905846541,0.0,7.036484654782917,0.0142,226.0,0.0,0.0,1
30.49866561387899,0.08073014805743946,0.34897024072042115,0.0,10.643126680926983,0.0142,227.0,0.0,0.0,1
8.106905032542228,6.221366370631198,0.26763196950445634,0.0,2.1696669604448653,0.0142,228.0,0.0,0.0,1
8.446923338583774,0.08779355952124482,0.648128387040302,0.0,5.474690798889384,0.0142,229.0,0.0,0.0,1
7.982370067699064,0.10298080610345492,0.2471228912557749,0.0,1.9726263702033484,0.0142,230.0,0.0,0.0,1
5.948941194662084,5.804757424569929,0.5049376260536165,0.0,3.003844244365238,0.0142,231.0,0.0,0.0,1
5.266384671614394,0.5583898372569792,0.26962693149472317,0.0,1.4199591390782342,0.0142,232.0,0.0,0.0,1
6.963717105299491,0.035677012493485205,0.699554955323377,0.0,4.871502808482421,0.0142,233.0,0.0,0.0,1
22.998721066358456,0.20478735713389914,0.3490346739719872,0.0,8.027351109169096,0.0142,234.0,0.0,0.0,1
5.78318636402222,1.5253409273010587,0.35266194663127126,0.0,2.0395097608675,0.0142,235.0,0.0,0.0,1
11.32891198255977,0.15328315301572493,0.18149280624982533,0.0,2.056116027472045,0.0142,236.0,0.0,0.0,1
5.602644747956077,0.2562097416260043,0.1498323594586436,0.0,0.8394574817948366,0.0142,237.0,0.0,0.0,1
5.115525840732666,6.17473328641076,0.3723118067114447,0.0,1.904570668042261,0.0142,238.0,0.0,0.0,1
12.16914845858301,4.962411969934109,0.4324704851540795,0.0,5.262797537795413,0.0142,239.0,0.0,0.0,1
5.146330493918289,0.027997301929935475,0.24860604341945958,0.0,1.279408862221939,0.0142,240.0,0.0,0.0,1
8.1845398291297,0.7125246514372925,0.5618958938808526,0.0,4.598859323292273,0.0142,241.0,0.0,0.0,1
11.443793679479464,3.4432237247281816,0.8325576641305228,0.0,9.527618134579063,0.0142,242.0,0.0,0.0,1
